GISID,"	SOURCE","	ADMINSELECTED","	CALENDAR_YEAR","	STATE_ROUTE","	LOC_ROAD_NAME_RMS","	INTERSECTION_FROM","	segment_from_to","	municipality1",  municipality2,  municipality3," 	DVRPC Regional Priority","	County Priority","	Public Priority","	DVRPC Feasible","	Send to PennDOT","	PennDOT Feasibly", Capacity Analysis Needed,"	Prioritized for Outreach", confirm municipal interest,"	Date of initial contact with muni","	Date letter was received","	Striping plan complete","	Date of completion","	Before/After Counts", For Initial Screening,"	For DVRPC to Screen for Feasiblity","	Pending Review", For PennDOT to Screen for Feasibility, Outreach Prioritization,"	To begin municipal outreach","	Waiting for municipal letter","	Municipal letter received/Needs striping plan","	Approved striping plan shared with maintenance staff","	Completed Projects", Pending Capacity Analysis,"	Beyond scope of resurfacing", Admin Selected, 
2230,5-year plan 2020-2024,Y,2021,4029,MAPLE AV,Temple Ave,0051_0051,SELLERSVILLE,,,No,No,Yes,No,N/A,N/A,N/A,N/A,N/A, ,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2231,5-year plan 2022-2026,Y,2022,4077,APPLE RD,Union Ave / SR 4047,0010_0050,RICHLAND,HAYCOCK,,Yes,No,No,Yes,Yes,No,N/A,No,N/A, ,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2233,5-year plan 2020-2024,Y,2021,1012,HEADQUARTERS RD,Durham Rd,0010_0100,TINICUM,,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A, ,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2234,5-year plan 2022-2026,Y,2022,4083,LIMEPORT RD,Allentown Rd / SR 4027,0010_0010,MILFORD,,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A, ,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2235,5-year plan 2020-2024,Y,2021,73,SKIPPACK PK,Gravel Pk / SR 0029,0190_0300,WORCESTER,SKIPPACK,PERKIOMEN,No,Yes,Yes,Yes,Yes,No,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2236,5-year plan 2020-2024,Y,2021,113,BLACK ROCK RD,Chester Co. Line,0010_0020,UPPER  PROVIDENCE,,,No,No,No,No,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2237,5-year plan 2020-2024,Y,2021,202,DEKALB ST,Schuylkill Py / SR 0023,0121_0121,NORRISTOWN,BRIDGEPORT,WEST NORRITON,No,No,Yes,No,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2238,5-year plan 2020-2024,Y,2021,232,OXFORD AV,Filmore St / Philadelphia Co. Line,0010_0020,ROCKLEDGE,ABINGTON,,No,No,Yes,No,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2239,5-year plan 2020-2024,Y,2021,232,HUNTINGDON PK,Filmore St / Philadelphia Co. Line,0021_0021,ABINGTON,,,No,No,Yes,No,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2240,5-year plan 2020-2024,Y,2021,1034,HOPPENVILLE RD,Gravel Pk / SR 0029,0010_0026,GREEN LANE,MARLBOROUGH,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2241,5-year plan 2020-2024,Y,2021,1056,BARNDT RD,Old Sumneytown Pk,0010_0020,UPPER SALFORD,,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2242,5-year plan 2020-2024,Y,2021,2042,DAVISVILLE RD,Old York Rd / SR 0611,0010_0070,UPPER MORELAND,,,Yes,Yes,Yes,Yes,Yes,Yes,N/A,Yes,No, ,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2243,5-year plan 2020-2024,Y,2021,1006,NEW GALENA RD,Hilltown Pk / SR 4011,0010_0020,NEW BRITAIN,,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A, ,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2244,5-year plan 2022-2026,Y,2022,2037,OLD LINCOLN HW,Lincoln Hwy / SR 0001,0010_0040,BENSALEM,,,Yes,No,Yes,Yes,No,No,N/A,No,N/A, ,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2245,5-year plan 2020-2024,Y,2021,2045,OLD LINCOLN HW,SR 1 Service Rd,0010_0040,MIDDLETOWN,,,Yes,Yes,Yes,No,N/A,N/A,N/A,N/A,N/A, ,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2246,5-year plan 2022-2026,N,2025,3021,BORTONDALE RD,Old Middletown Rd,0010_0030,MEDIA,UPPER PROVIDENCE,MIDDLETOWN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2247,5-year plan 2022-2026,Y,2023,3003,STENTON AV,Norfolk Southern RR Bridge,0060_0130,WHITPAIN,WHITEMARSH,,Yes,No,Yes,No,No,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2248,5-year plan 2020-2024,N,2021,3015,NORTH LN,Hector St / SR 3058,0010_0060,WHITEMARSH,PLYMOUTH,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2249,5-year plan 2020-2024,Y,2021,3015,CHEMICAL RD,Hector St / SR 3058,0041_0061,PLYMOUTH,,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2266,5-year plan 2022-2026,N,2022,2051,LEVITTOWN PY,Bristol Pk / SR 0013,0011_0061,TULLYTOWN,FALLS,BRISTOL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2267,5-year plan 2020-2024,Y,2021,2115,TOWNSHIP LINE R,Mill Creek Rd / Washington Av / SR 2091,0010_0054,WRIGHTSTOWN,BUCKINGHAM,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A, ,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2268,5-year plan 2022-2026,N,2022,23,SCHUYLKILL PY,Geerdes Blvd.,0211_0281,WEST CONSHOHOCKEN,BRIDGEPORT,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2269,5-year plan 2020-2024,Y,2022,73,BIG RD,Berks Co. Line,0010_0182,UPPER FREDERICK,NEW HANOVER,LOWER FREDERICK,No,Yes,Yes,Yes,Yes,No,N/A,No,N/A, ,2/24/2022,N/A, ,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2270,5-year plan 2022-2026,N,2023,73,BIG RD,Colonial Rd,0183_0183,LOWER FREDERICK,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2271,5-year plan 2022-2026,Y,2022,1008,FRETZ RD,Sumneytown Pk / SR 0063,0010_0040,LOWER SALFORD,,,Yes,Yes,Yes,Yes,No,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2272,5-year plan 2022-2026,Y,2022,1023,WHITES MILL RD,Ridge Rd / SR 0563,0010_0040,SALFORD,MARLBOROUGH,,No,Yes,No,Yes,No,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2273,5-year plan 2022-2026,Y,2022,1036,FINLAND RD,Geryville Pk,0030_0054,UPPER HANOVER,MARLBOROUGH,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2274,5-year plan 2022-2026,Y,2023,1044,PALM HILL RD,Kutztown Rd / SR 1033,0010_0044,UPPER HANOVER,,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2275,5-year plan 2022-2026,Y,2022,1048,CONGO RD,Douglass Twp. Line,0080_0080,UPPER HANOVER,,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2276,5-year plan 2020-2024,Y,2022,2015,MORELAND RD,Pine Rd,0010_0014,ABINGTON,,,Yes,No,Yes,Yes,No,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2277,5-year plan 2022-2026,Y,2022,2027,MOUNT CARMEL AV,Easton Rd,0010_0020,CHELTENHAM,ABINGTON,,Yes,Yes,Yes,Yes,No,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2384,5-year plan 2022-2026,N,2026,3039,WHITE HORSE RD,Daleville Jennersville Rd / SR 0796,0010_0026,PENN,LONDONDERRY,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2385,5-year plan 2020-2024,Y,2024,3063,CONNER RD,Downingtown Pk / SR 0322,0030_0060,EAST BRADFORD,,,Yes,No,No,No,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2386,5-year plan 2022-2026,N,2026,4014,MORGANTOWN RD,White School Rd / SR 4027,0010_0020,HONEY BROOK,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2387,5-year plan 2022-2026,N,2026,4021,SPRINGTON RD,Horse Shoe Pk / SR 0322,0010_0050,WEST BRANDYWINE,WALLACE,EAST BRANDYWINE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2388,5-year plan 2022-2026,N,2025,4022,FISHERVILLE RD,Reeceville Rd / SR 4005,0012_0012,CALN,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2389,5-year plan 2022-2026,N,2026,4029,CREEK RD,Lewis Mills Rd / SR 4031,0010_0030,WEST NANTMEAL,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2390,5-year plan 2022-2026,Y,2024,3016,HOPEWELL RD,Christine Rd / SR 0272,0010_0070,OXFORD,WEST NOTTINGHAM,EAST NOTTINGHAM,Yes,Yes,Yes,Yes,Yes,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,
2392,5-year plan 2020-2024,Y,2020,4004,BISHOP HOLLOW R,Chapel Hill Rd / Ridley Creek Rd / SR 4003,0050_0110,UPPER PROVIDENCE,NEWTOWN,,Yes,No,No,No,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2393,5-year plan 2022-2026,N,2025,1013,SPRINGFIELD RD,Sproul Rd / SR 0320,0010_0020,MARPLE TOWNSHIP,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2394,5-year plan 2022-2026,Y,2025,1013,SPRINGFIELD RD,Sproul Rd / SR 0320,0011_0021,MARPLE TOWNSHIP,,,No,No,No,No,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2395,5-year plan 2020-2024,Y,2020,1019,CHURCH HILL RD,Durham Rd / SR 4012,0010_0040,NOCKAMIXON,,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2396,5-year plan 2020-2024,Y,2020,2024,BIG OAK RD,Old Oxford Valley Rd,0010_0090,LOWER MAKEFIELD,FALLS,,Yes,No,Yes,No,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2397,5-year plan 2020-2024,Y,2020,2028,DRESHERTOWN  RD,Pennsylvania Ave / SR 2027,0030_0050,UPPER DUBLIN,SPRINGFIELD,,Yes,Yes,No,No,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2398,5-year plan 2020-2024,Y,2020,1035,BETHEL CHURCH R,Ridge Rd / SR 0023,0010_0050,EAST COVENTRY,,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2584,5-year plan 2022-2026,N,2026,3017,FIFTYSECOND ST,Cobbs Creek Pkwy / SR 3015,0010_0060,PHILADELPHIA,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2286,5-year plan 2022-2026,Y,2022,4048,LEWIS RD,Linfield Trappe Rd / SR 4022,0010_0090,TRAPPE,ROYERSFORD,UPPER PROVIDENCE,No,Yes,Yes,Yes,No,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2299,5-year plan 2022-2026,Y,2024,926,STREET RD,Wollaston Rd,0230_0330,POCOPSON,PENNSBURY,EAST MARLBOROUGH,No,No,No,No,No,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2300,5-year plan 2022-2026,Y,2026,2016,BALTIMORE PK,Media BP / SR 0001,0010_0050,MEDIA,UPPER PROVIDENCE,MIDDLETOWN,No,Yes,Yes,Yes,No,No,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2301,5-year plan 2022-2026,Y,2026,2016,BALTIMORE PK,Media BP / SR 0001,0011_0031,UPPER PROVIDENCE,MIDDLETOWN,MEDIA,No,Yes,Yes,Yes,No,No,N/A,No,N/A, ,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2302,5-year plan 2022-2026,Y,2026,4016,GLEN MILLS RD,Westtown Rd / SR 4023,0050_0064,THORNBURY,,,No,No,No,No,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2303,5-year plan 2022-2026,N,2022,2016,BALTIMORE PK,Providence Rd / SR 0252,0060_0140,SWARTHMORE,MORTON,MEDIA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2304,5-year plan 2022-2026,Y,2022,2016,BALTIMORE PK,Providence Rd / SR 0252,0061_0141,SWARTHMORE,MORTON,MEDIA,No,Yes,Yes,No,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2305,5-year plan 2022-2026,N,2026,2069,STONY HILL RD,Yardley Langhorne Rd / SR 2049,0091_0091,LOWER MAKEFIELD,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2306,5-year plan 2022-2026,N,2024,2107,FALLSINGTON TUL,Bristol Pk / SR 0013,0005_0005,TULLYTOWN,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2307,5-year plan 2020-2024,Y,2023,322,CONCHESTER HW,352' S of Story Rd.,0110_0120,UPPER CHICHESTER,BETHEL,UPPER CHICHESTER,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2287,5-year plan 2022-2026,Y,2025,1006,OLD FORTY FOOT,Skippack Pk / SR 0073,0010_0050,TOWAMENCIN,SKIPPACK,LOWER SALFORD,No,Yes,No,No,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2288,5-year plan 2022-2026,Y,2024,1020,CROSS RD,Skippack Pk / SR 0073,0010_0040,SKIPPACK,LOWER SALFORD,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2289,5-year plan 2022-2026,Y,2024,2006,LANSDALE AV,Main St / SR 0063,0010_0034,LANSDALE,MONTGOMERY,,Yes,Yes,Yes,Yes,No,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2290,5-year plan 2022-2026,Y,2024,2009,BYBERRY RD,230' W of Reading Way,0080_0120,HATBORO,BRYN ATHYN,UPPER MORELAND,Yes,Yes,Yes,Yes,Yes,Yes,N/A,No,N/A, ,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2291,5-year plan 2022-2026,Y,2022,232,SECOND STREET P,Bustleton Pk / SR 2065,0094_0150,WRIGHTSTOWN,NORTHAMPTON,,No,Yes,Yes,Yes,Yes,Yes,N/A,Yes,Yes,4/21/2021,27-May-21,N/A,,N/A,0,0,0,0,0,0,0,1,0,0,0,0,0,
2292,5-year plan 2022-2026,Y,2022,313,DUBLIN PK,Morgan Creek / Bridge,0082_0212,RICHLAND,HILLTOWN,EAST ROCKHILL,No,Yes,Yes,Yes,No,No,N/A,No,N/A, ,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2293,5-year plan 2022-2026,Y,2022,332,ALMSHOUSE RD,Spencer Rd,0090_0150,NORTHAMPTON,,,No,Yes,Yes,Yes,Yes,Yes,N/A,Yes,Yes,3/24/2021,6-Apr-21,N/A,,N/A,0,0,0,0,0,0,0,1,0,0,0,0,0,
2294,5-year plan 2022-2026,Y,2026,2069,STONY HILL RD,Yardley Langhorne Rd / SR 2049,0080_0090,LOWER MAKEFIELD,,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A, ,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2296,5-year plan 2022-2026,Y,2024,1037,HANOVER ST,Pottstoen Pk / SR 0100,0010_0040,NORTH COVENTRY,,,Yes,No,Yes,No,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2379,5-year plan 2020-2024,Y,2024,2010,GOSHEN RD,W. Chester Pk / SR 0003,0010_0140,WILLISTOWN,WEST GOSHEN,EAST GOSHEN,No,No,Yes,No,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2295,5-year plan 2022-2026,Y,2022,332,YARDLEY NEWTOWN,Ramp 295 EB to Rt 332,0290_0330,YARDLEY,LOWER MAKEFIELD,,No,Yes,Yes,Yes,Yes,Yes,N/A,Yes,Yes,4/21/2021,6/29/2021,N/A, ,N/A,0,0,0,0,0,0,0,1,0,0,0,0,0,
2297,5-year plan 2022-2026,Y,2025,2073,PENNSYLVANIA AV,Tyburn Rd / SR 2020,0010_0100,MORRISVILLE,LOWER MAKEFIELD,FALLS,Yes,Yes,Yes,Yes,No,N/A,N/A,N/A,N/A, ,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2298,5-year plan 2020-2024,Y,2024,663,JOHN FRIES HW,436' S of Spinnerstown Rd / SR 4057,0050_0130,RICHLAND,MILFORD,,No,Yes,Yes,No,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2260,5-year plan 2022-2026,Y,2024,532,WASHINGTON CROS,Durham Rd / SR 0413,0184_0240,UPPER MAKEFIELD,NEWTOWN,LOWER MAKEFIELD,No,Yes,No,Yes,No,N/A,N/A,No,N/A, ,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2261,5-year plan 2020-2024,Y,2023,2020,NEW TYBURN RD,Cedar Ln,0040_0040,FALLS,,,Yes,No,No,No,N/A,N/A,N/A,N/A,N/A, ,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2262,5-year plan 2020-2024,N,2023,2020,NEW TYBURN RD,Cedar Ln,0041_0041,FALLS,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2263,5-year plan 2022-2026,Y,2022,313,SWAMP RD,Curly Hill Rd / SR 1008,0333_0343,PLUMSTEAD,DOYLESTOWN,,No,Yes,Yes,Yes,Yes,No,N/A,N/A,N/A, ,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2264,5-year plan 2022-2026,Y,2023,2055,PENNSYLVANIA AV,Penn Valley Rd / SR 2053,0060_0110,MORRISVILLE,FALLS,,Yes,No,Yes,No,N/A,N/A,N/A,N/A,N/A, ,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2265,5-year plan 2022-2026,Y,2022,2051,LEVITTOWN PY,Bristol Pk / SR 0013,0010_0060,TULLYTOWN,FALLS,BRISTOL,Yes,Yes,Yes,No,N/A,N/A,N/A,N/A,N/A, ,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2308,5-year plan 2020-2024,N,2023,322,CONCHESTER HW,352' S of Story Rd.,0111_0121,UPPER CHICHESTER,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2309,5-year plan 2022-2026,Y,2025,3019,ROSE VALLEY RD,Chester Rd / SR 0320,0010_0070,SWARTHMORE,ROSE VALLEY,MEDIA,Yes,Yes,Yes,No,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2310,5-year plan 2022-2026,Y,2023,4015,CHEYNEY RD,Baltimore Pk / SR 0001,0030_0090,THORNBURY,CONCORD,,No,No,Yes,No,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2311,5-year plan 2022-2026,Y,2026,2029,FOURTH AV,Tinicum Island Rd / SR 2002,0010_0010,TINICUM,,,No,Yes,Yes,Yes,Yes,Yes,N/A,Yes,Yes,9/20/2021,,N/A,,N/A,0,0,0,0,0,0,1,0,0,0,0,0,0,
2312,5-year plan 2022-2026,Y,2022,2037,CRUM CREEK  RD,Beatty Rd / SR 2018,0010_0020,UPPER PROVIDENCE,NETHER PROVIDENCE,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2313,5-year plan 2020-2024,Y,2022,3007,CONCORD RD,Bethel Rd / SR 3010,0020_0130,CONCORD,CHESTER,BETHEL,Yes,Yes,Yes,No,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2314,5-year plan 2022-2026,Y,2023,3033,ENGLE ST,Ninth St / SR 0013,0010_0010,CHESTER CITY,CHESTER,,Yes,Yes,Yes,No,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2315,5-year plan 2022-2026,N,2023,3033,ENGLE ST,Ninth St / SR 0013,0015_0015,CHESTER,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2316,5-year plan 2022-2026,Y,2023,3035,HIGHLAND AV,Fifteenth St,0010_0010,CHESTER CITY,,,Yes,No,Yes,No,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2317,5-year plan 2022-2026,N,2023,3035,HIGHLAND AV,Fifteenth St,0011_0011,CHESTER CITY,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2318,5-year plan 2022-2026,N,2026,291,INDUSTRIAL HW,320' E of Eddystone Industrial Ct,0114_0180,EDDYSTONE,TINICUM,RIDLEY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2319,5-year plan 2022-2026,Y,2026,291,INDUSTRIAL HW,320' E of Eddystone Industrial Ct,0115_0181,EDDYSTONE,TINICUM,RIDLEY,No,Yes,Yes,No,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2320,5-year plan 2022-2026,Y,2026,320,SPROUL RD,Baltimore Pk / SR 2016,0120_0150,SPRINGFIELD,,,No,Yes,Yes,No,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2321,5-year plan 2022-2026,N,2026,320,SPROUL RD,Baltimore Pk / SR 2016,0121_0151,SPRINGFIELD,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2322,5-year plan 2022-2026,N,2025,3,WEST CHESTER PK,Chester Co. Line,0010_0050,NEWTOWN,EDGMONT,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2323,5-year plan 2022-2026,N,2025,3,WEST CHESTER PK,Chester Co. Line,0011_0051,NEWTOWN,EDGMONT,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2324,5-year plan 2022-2026,N,2026,2029,OXFORD VALLEY R,Oxford Valley Rd / SR 2053,0120_0120,FALLS,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2325,5-year plan 2022-2026,N,2026,2029,OXFORD VALLEY R,Oxford Valley Rd / SR 2053,0121_0121,MIDDLETOWN,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2326,5-year plan 2022-2026,N,2025,13,CHURCH LN,Church Ln / MacDade Blvd.,0290_0320,YEADON,UPPER DARBY,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2327,5-year plan 2020-2024,N,2024,202,WILMINGTON PK,Delaware State Line,0010_0116,CONCORD,CHADDS FORD,BETHEL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2328,5-year plan 2022-2026,N,2025,3025,FOURTH ST,River Rd / SR 0023,0010_0020,UPPER MERION,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
