GISID,"	SOURCE","	ADMINSELECTED","	CALENDAR_YEAR","	STATE_ROUTE","	LOC_ROAD_NAME_RMS","	INTERSECTION_FROM","	segment_from_to","	municipality1",  municipality2,  municipality3," 	DVRPC Regional Priority","	County Priority","	Public Priority","	DVRPC Feasible","	Send to PennDOT","	PennDOT Feasibly", Capacity Analysis Needed,"	Prioritized for Outreach", confirm municipal interest,"	Date of initial contact with muni","	Date letter was received","	Striping plan complete","	Date of completion","	Before/After Counts", For Initial Screening,"	For DVRPC to Screen for Feasiblity","	Pending Review", For PennDOT to Screen for Feasibility, Outreach Prioritization,"	To begin municipal outreach","	Waiting for municipal letter","	Municipal letter received/Needs striping plan","	Approved striping plan shared with maintenance staff","	Completed Projects", Pending Capacity Analysis,"	Beyond scope of resurfacing", Admin Selected, 
18,5-year plan 2019-2023,Y,2019,32,RIVER RD,Lincoln Hwy / SR 0001,0010_0090,MORRISVILLE,LOWER MAKEFIELD,FALLS,Yes,Yes,Yes,Yes,Yes,Yes,N/A,No,No, ,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
19,5-year plan 2019-2023,Y,2019,32,BRIDGE ST,Lincoln Hwy / SR 0001,0011_0011,FALLS,,,Yes,Yes,No,Yes,Yes,Yes,N/A,No,No, ,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
20,5-year plan 2019-2023,N,2019,32,MAIN ST,Windy Bush Rd / SR 0232,0350_0350,NEW HOPE,,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
21,5-year plan 2019-2023,N,2019,32,RIVER RD,Trib. Of Delaware River / Bridge / Culvert,0510_0520,TINICUM,PLUMSTEAD,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
22,5-year plan 2019-2023,N,2019,113,SOUDERTON RD,County Line Rd / SR 4027,0010_0010,HILLTOWN,,,No,Yes,No,No,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
23,5-year plan 2019-2023,N,2019,113,SOUDERTON RD,County Line Rd / SR 4027,0011_0011,HILLTOWN,,,No,Yes,No,No,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
24,5-year plan 2019-2023,N,2019,152,LIMEKILN PK,County Line Rd / SR 2038,0010_0060,CHALFONT,WARRINGTON,NEW BRITAIN,No,Yes,Yes,No,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,5-year plan 2019-2023,N,2019,152,LIMEKILN PK,County Line Rd / SR 2038,0033_0041,WARRINGTON,NEW BRITAIN,,No,Yes,Yes,No,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
26,5-year plan 2019-2023,Y,2019,232,SECOND STREET P,County Line Rd / SR 2038,0010_0050,UPPER SOUTHAMPTON,,,No,Yes,Yes,Yes,Yes,Yes,N/A,Yes,Yes,4/5/2019,6/5/2019,N/A, Oct 2019,N/A,0,0,0,0,0,0,0,1,0,1,0,1,0,
27,5-year plan 2019-2023,Y,2020,513,HULMEVILLE RD,Galloway Rd / SR 2023,0070_0140,PENNDEL,HULMEVILLE,MIDDLETOWN,Yes,Yes,Yes,Yes,Yes,Yes,N/A,Yes,Yes,4/5/2019,7/4/2019,In Progress,5/28/2021,N/A,0,0,0,0,0,0,0,0,0,1,0,0,0,
28,5-year plan 2019-2023,N,2019,1010,STUMP RD,Cabin Run Rd,0050_0070,PLUMSTEAD,,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
29,5-year plan 2019-2023,Y,2019,1012,HEADQUARTERS RD,Durham Rd,0010_0020,TINICUM,,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A, ,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
30,5-year plan 2019-2023,Y,2019,1012,HEADQUARTERS RD,Branch Of Tinicum Creek / Bridge,0030_0100,TINICUM,,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A, ,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
31,5-year plan 2019-2023,Y,2019,2001,MILL RD,State Rd / SR 2002,0010_0024,BENSALEM,,,No,Yes,Yes,No,N/A,N/A,N/A,N/A,N/A, ,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
32,5-year plan 2019-2023,Y,2019,2002,STATE RD,Station Ave / SR 2005,0131_0131,BRISTOL,,,No,Yes,Yes,Yes,Yes,Yes,N/A,Yes,No,1/30/2019,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
33,5-year plan 2019-2023,Y,2019,2002,STATE RD,Station Ave / SR 2005,0050_0140,BENSALEM,BRISTOL,,Yes,Yes,Yes,Yes,Yes,Yes,N/A,Yes,No,1/30/2019,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
34,5-year plan 2019-2023,Y,2019,2005,CORNWELLS AV,Herringbone Ave,0010_0020,BENSALEM,,,No,Yes,No,Yes,Yes,Yes,N/A,Yes,No,1/30/2019,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
35,5-year plan 2019-2023,Y,2019,2013,STATION AV,Railroad Ave,0010_0010,BENSALEM,,,Yes,Yes,Yes,Yes,Yes,Yes,N/A,Yes,No,1/30/2019,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
36,5-year plan 2019-2023,N,2019,2020,NEW TYBURN RD,Lincoln Hwy / SR 2037 / SR 2050,0010_0030,FALLS,,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
37,5-year plan 2019-2023,N,2019,2020,NEW TYBURN RD,Lincoln Hwy / SR 2037 / SR 2050,0011_0031,FALLS,,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
38,5-year plan 2019-2023,Y,2019,2026,TRENTON AV,Woolston Dr / Lincoln Hwy / SR 2022 / SR 2050,0010_0070,MORRISVILLE,FALLS,,Yes,Yes,Yes,Yes,Yes,Yes,N/A,No,No, ,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
39,5-year plan 2019-2023,Y,2019,2026,TRENTON AV,Woolston Dr / Lincoln Hwy / SR 2022 / SR 2050,0011_0031,FALLS,,,Yes,Yes,Yes,Yes,Yes,Yes,N/A,No,No, ,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,5-year plan 2019-2023,N,2018,152,MT PLEASANT RD,E. Butler Ave / SR 4202,0070_0152,SILVERDALE,CHALFONT,NEW BRITAIN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,5-year plan 2019-2023,N,2018,413,LINCOLN HW,Flowers Mill Rd / SR 2037,0180_0184,MIDDLETOWN,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,5-year plan 2019-2023,N,2018,413,LINCOLN HW,Flowers Mill Rd / SR 2037,0181_0185,MIDDLETOWN,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,5-year plan 2019-2023,N,2018,532,BUSTLETON PK,County Line Rd / SR 2038,0010_0030,LOWER SOUTHAMPTON,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,5-year plan 2019-2023,N,2018,532,BUSTLETON PK,County Line Rd / SR 2038,0011_0031,LOWER SOUTHAMPTON,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,5-year plan 2019-2023,N,2018,1006,FERRY RD,E. Main St / SR 0152,0070_0160,CHALFONT,PLUMSTEAD,NEW BRITAIN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,5-year plan 2019-2023,N,2018,2018,TRENTON RD,Neshaminy St / SR 0513,0010_0030,HULMEVILLE,MIDDLETOWN,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,5-year plan 2019-2023,N,2018,2037,LINCOLN HW,Neshaminy St / SR 2017,0100_0140,PENNDEL,MIDDLETOWN,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,5-year plan 2019-2023,N,2018,2037,LINCOLN HW,Neshaminy St / SR 2017,0101_0141,PENNDEL,MIDDLETOWN,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,5-year plan 2019-2023,N,2018,2059,NEW FORD MILL R,Bordentown Rd / SR 2059,0090_0120,FALLS,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,5-year plan 2019-2023,N,2018,2071,MAIN ST,Delvue Rd,0080_0130,YARDLEY,LOWER MAKEFIELD,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,5-year plan 2019-2023,N,2018,2101,RIDGE RD,Durham Rd / SR 0413,0010_0090,UPPER MAKEFIELD,SOLEBURY,BUCKINGHAM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
13,5-year plan 2019-2023,N,2018,4011,HILLTOWN PK,Limekiln Pk / Hilltown Pk / SR 0152,0060_0070,HILLTOWN,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,5-year plan 2019-2023,N,2018,4021,BLUE SCHOOL RD,Blooming Glen Rd / SR 4089,0020_0070,HILLTOWN,BEDMINSTER,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
15,5-year plan 2019-2023,N,2018,4067,STATE RD,W Of Tumblebrook Rd,0010_0060,SPRINGFIELD,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
16,5-year plan 2019-2023,N,2018,4101,OLD BETHELEM RD,Mountain View Dr / SR 0563,0010_0100,SPRINGFIELD,HAYCOCK,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
17,5-year plan 2019-2023,N,2018,8055,RAMP RD,Rockhill Dr / SR 2044,0750_0750,BENSALEM,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
148,5-year plan 2019-2023,N,2018,30,COATESVLE DOWNI,Reeceville Rd / SR 4005,0210_0340,DOWNINGTOWN,EAST CALN,CALN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
149,5-year plan 2019-2023,N,2018,30,COATESVLE DOWNI,Reeceville Rd / SR 4005,0211_0341,DOWNINGTOWN,EAST CALN,CALN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
150,5-year plan 2019-2023,N,2018,52,LENAPE RD,Street Rd / SR 0926,0080_0140,POCOPSON,PENNSBURY,BIRMINGHAM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
151,5-year plan 2019-2023,N,2018,52,LENAPE RD,Street Rd / SR 0926,0103_0103,POCOPSON,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
152,5-year plan 2019-2023,N,2018,113,UWCHLAN AV,East Lancaster Ave / SR 3070,0010_0094,DOWNINGTOWN,UWCHLAN,EAST CALN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
153,5-year plan 2019-2023,N,2018,113,UWCHLAN AV,East Lancaster Ave / SR 3070,0051_0095,UWCHLAN,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
154,5-year plan 2019-2023,N,2018,345,PINE SWAMP RD,340' N of Cornerstone Terr,0060_0094,WARWICK,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
155,5-year plan 2019-2023,N,2018,352,N CHESTER RD,West Chester Pk / SR 0003,0040_0150,WESTTOWN,EAST WHITELAND,EAST GOSHEN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
156,5-year plan 2019-2023,N,2018,401,CONESTOGA RD,Berks County Line,0010_0164,ELVERSON,WEST VINCENT,WEST NANTMEAL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
157,5-year plan 2019-2023,N,2018,3025,LENAPE UNIONVIL,683' W of Red Lion Rd / SR 3027,0010_0050,POCOPSON,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
327,5-year plan 2019-2023,Y,2019,2005,DARBY RD,West Chester Pk / SR 0003,0130_0200,HAVERFORD,LANSDOWNE,DARBY,No,Yes,Yes,Yes,Yes,Yes,N/A,Yes,Yes,11/2/2018, 01/24/19,In Progress, Sept 2019,N/A,0,0,0,0,0,0,0,0,0,1,0,0,0,
328,5-year plan 2019-2023,Y,2019,2005,DARBY RD,West Chester Pk / SR 0003,0131_0151,HAVERFORD,HAVERFORD,,No,Yes,Yes,Yes,Yes,Yes,N/A,Yes,Yes,11/2/2018, 01/24/19,In Progress, Sept 2019,N/A,0,0,0,0,0,0,0,0,0,1,0,0,0,
158,5-year plan 2019-2023,N,2018,3027,NORTH BROOK RD,608' S of Lenape Unionville Rd / SR 3025,0010_0010,POCOPSON,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
159,5-year plan 2019-2023,N,2018,3027,NORTHBROOK RD,Unionville Wawaset Rd / SR 0842,0050_0060,WEST BRADFORD,POCOPSON,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
160,5-year plan 2019-2023,N,2018,3066,VALLEY AV,Main St / SR 0372,0010_0020,ATGLEN,ATGLEN,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
161,5-year plan 2019-2023,N,2018,3070,BUSINESS 30/LAN,188' S of Uwchlan Ave / SR 0113,0290_0310,DOWNINGTOWN,EAST CALN,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
162,5-year plan 2019-2023,N,2018,3070,BUSINESS 30/LIN,188' S of Uwchlan Ave / SR 0113,0305_0311,EAST CALN,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
163,5-year plan 2019-2023,N,2018,3073,BLACK HORSE RD,Lincoln Hwy / SR 3070,0010_0050,COATESVILLE,VALLEY,CALN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
164,5-year plan 2019-2023,N,2018,4019,DORLAN MILL RD,Creek Rd / SR 0282,0010_0010,UPPER UWCHLAN,EAST BRANDYWINE,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
165,5-year plan 2019-2023,N,2019,1,KENNETT OXFORD,Maryland State Line,0011_0091,WEST NOTTINGHAM,EAST NOTTINGHAM,EAST NOTTINGHAM,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
166,5-year plan 2019-2023,N,2019,1,KENNETT OXFORD,Ramp from SR 0896 / SR 8007,0230_0270,UPPER OXFORD,PENN,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
167,5-year plan 2019-2023,N,2019,1,KENNETT OXFORD,Ramp from SR 0896 / SR 8007,0231_0271,UPPER OXFORD,PENN,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
168,5-year plan 2019-2023,N,2019,82,UNIONVILLE RD,Hillendale Rd,0052_0102,KENNETT SQUARE,KENNETT,,Yes,Yes,No,Yes,N/A,No,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
169,5-year plan 2019-2023,N,2019,82,DOE RUN RD,Hillendale Rd,0103_0103,KENNETT,,,No,Yes,No,Yes,N/A,No,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
170,5-year plan 2019-2023,Y,2019,82,FIRST AV,Strasburg Rd / SR 3062,0382_0442,COATESVILLE,VALLEY,EAST FALLOWFIELD,Yes,Yes,Yes,Yes,Yes,No,N/A,Yes,No,12/17/2018,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
171,5-year plan 2019-2023,N,2019,82,UNION ST,Strasburg Rd / SR 3062,0443_0443,COATESVILLE,VALLEY,,No,Yes,No,No,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
172,5-year plan 2019-2023,N,2019,82,MANOR RD,Hibernia Rd / SR 4009,0542_0672,ELVERSON,WEST NANTMEAL,WEST BRANDYWINE,No,Yes,No,No,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
173,5-year plan 2019-2023,N,2019,100,POTTSTOWN PK,Welsh Pool Rd,0300_0410,WEST VINCENT,UWCHLAN,UPPER UWCHLAN,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
174,5-year plan 2019-2023,N,2019,100,POTTSTOWN PK,Welsh Pool Rd,0301_0321,UWCHLAN,UPPER UWCHLAN,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
175,5-year plan 2019-2023,Y,2019,322,WEST CHESTER BP,Downingtown Pk / SR 3072,0490_0570,WEST GOSHEN,EAST BRADFORD,,No,No,No,Yes,N/A,No,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
176,5-year plan 2019-2023,Y,2019,322,WEST CHESTER BP,Downingtown Pk / SR 3072,0521_0571,WEST GOSHEN,,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
177,5-year plan 2019-2023,N,2019,352,S CHESTER RD,Delaware Co. Line / Street Rd / SR 0926,0010_0030,WESTTOWN,,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
178,5-year plan 2019-2023,N,2019,1005,VALLEY RD,Whitehorse Rd,0054_0164,WILLISTOWN,TREDYFFRIN,SCHUYLKILL,Yes,Yes,Yes,No,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
179,5-year plan 2019-2023,Y,2019,1017,CHURCH RD,Pikeland Rd / SR 1026,0010_0040,CHARLESTOWN,,,No,No,No,Yes,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
180,5-year plan 2019-2023,Y,2019,1024,HOLLOW RD,Yellow Springs Rd,0110_0130,CHARLESTOWN,,,Yes,No,No,Yes,No,No,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
181,5-year plan 2019-2023,Y,2019,1027,LOWER PINE CREE,Conestoga Rd / SR 0401,0010_0020,WEST PIKELAND,,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
182,5-year plan 2019-2023,Y,2019,1038,TOWNSHIP LINE R,Pothouse Rd / SR 1036,0010_0010,SCHUYLKILL,,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
183,5-year plan 2019-2023,Y,2019,2007,WESTTOWN RD,Creek Rd / SR 4012,0010_0060,WESTTOWN,WEST GOSHEN,THORNBURY,Yes,Yes,Yes,No,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
184,5-year plan 2019-2023,Y,2019,3004,STATE RD,Maryland State Line,0010_0050,ELK TOWNSHIP,,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
185,5-year plan 2019-2023,Y,2019,3007,APPLETON RD,Maryland State Line,0010_0030,FRANKLIN,,,No,Yes,No,Yes,No,No,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,1,0,
186,5-year plan 2019-2023,Y,2019,3019,SPRING MILL RD,Burnt Mill Rd / SR 3038,0010_0020,KENNETT,,,No,Yes,Yes,Yes,No,No,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
187,5-year plan 2019-2023,Y,2019,3022,CORBY RD,Newark Rd / SR 0896,0010_0016,PENN,,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
188,5-year plan 2019-2023,Y,2019,3024,CHESTERVILLE RD,Wickerton Rd / SR 0841,0010_0080,NEW GARDEN,FRANKLIN,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
189,5-year plan 2019-2023,N,2019,3026,BALTIMORE PK,Barnsley Rd / SR 3107,0050_0070,OXFORD,EAST NOTTINGHAM,,Yes,No,No,No,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
190,5-year plan 2019-2023,N,2019,3028,STREET RD,Forge Rd / SR 3001,0010_0090,LOWER OXFORD,,,No,Yes,No,No,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
191,5-year plan 2022-2026,Y,2022,3056,DOE RUN STATION,Gum Tree Rd / SR 3043,0080_0080,HIGHLAND,,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
192,5-year plan 2022-2026,Y,2026,3065,COPELAND SCHOOL,Conner Rd,0010_0010,EAST BRADFORD,,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
193,5-year plan 2019-2023,Y,2019,3077,GLENROSE RD,Five Points Rd / Stottsville Rd / SR 3079,0010_0010,HIGHLAND,EAST FALLOWFIELD,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
194,5-year plan 2019-2023,Y,2019,3079,FIVE POINT RD,Gum Tree Rd / SR 3043,0010_0030,HIGHLAND,,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
195,5-year plan 2020-2024,Y,2020,3100,CREEK RD,Rocky Hill Rd / SR 3101 / Delaware Co. Line,0030_0080,BIRMINGHAM,,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
196,5-year plan 2019-2023,Y,2019,3103,NORTH CREEK RD,North Creek Rd (Twp),0030_0040,FRANKLIN,,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
197,5-year plan 2019-2023,Y,2019,4008,INDIAN RUN RD,Manor Rd / SR 0082,0010_0040,WALLACE,,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
198,5-year plan 2019-2023,Y,2019,8008,RAMP F RD,SR 0030 + SR 0340 Interchange,0010_0750,CALN,,,Yes,No,No,No,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
199,5-year plan 2019-2023,Y,2019,8009,RAMP E-1 RD,SR 0001 + SR 0796 Interchange,0010_0750,PENN,,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
201,5-year plan 2019-2023,Y,2020,1,KENNETT OXFORD,1005' N of SR 796,0280_0360,PENN,LONDON GROVE,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
202,5-year plan 2019-2023,N,2020,1,KENNETT OXFORD,1044' N of SR 796,0281_0361,PENN,LONDON GROVE,,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
207,5-year plan 2019-2023,Y,2020,52,KENNETT PK,Delaware State Line,0010_0070,PENNSBURY,KENNETT,EAST MARLBOROUGH,No,Yes,Yes,Yes,Yes,Yes,N/A,Yes,Yes,2/14/2018,4/25/2018,Approved,10/4/2022,N/A,0,0,0,0,0,0,0,0,0,1,0,0,0,
208,5-year plan 2019-2023,N,2020,52,KENNETT PK,Delaware State Line,0053_0053,KENNETT,KENNETT,EAST MARLBOROUGH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
